Filename 1,Filename 2,Max SSIM,Max nccorr,Max SSIM angle,Max nccorr angle,ROI 1 x,ROI 1 y,ROI 2 x,ROI 2 y
bat_111511_frame0112.jpg,insect_114417_frame0086.jpg,0.9567384448007992,0.9845652,44,112,38,214,30,218
bat_111511_frame0112.jpg,insect_114417_frame0100.jpg,0.9350161728672053,0.9845485,32,20,38,214,63,292
bat_111511_frame0112.jpg,insect_114802_frame0086.jpg,0.9158214937572076,0.9864452,204,44,38,214,518,259
bat_111511_frame0112.jpg,insect_114802_frame0099.jpg,0.9473612913227961,0.9862749,212,96,38,214,588,288
bat_111511_frame0112.jpg,insect_114905_frame0107.jpg,0.9957744093589169,0.98534286,284,108,38,214,76,379
bat_111511_frame0112.jpg,insect_114905_frame0108.jpg,0.9797722178483808,0.98860043,292,108,38,214,66,385
bat_111511_frame0112.jpg,insect_115184_frame0087.jpg,0.9992784083849505,0.98428184,304,316,38,214,605,156
bat_111511_frame0112.jpg,insect_115184_frame0185.jpg,0.9741419463003028,0.9826892,264,132,38,214,81,205
bat_111511_frame0112.jpg,insect_119846_frame0032.jpg,0.944428135283892,0.98730016,32,44,38,214,56,179
bat_111511_frame0112.jpg,insect_119846_frame0038.jpg,0.9254085865455066,0.98257816,204,40,38,214,31,118
bat_111511_frame0112.jpg,insect_121167_frame0085.jpg,0.5547897884859205,0.98574936,108,288,38,214,562,146
bat_111511_frame0112.jpg,insect_121167_frame0106.jpg,0.5227837875561459,0.98286504,64,68,38,214,32,194
bat_111511_frame0112.jpg,insect_122273_frame0015.jpg,0.9859251477744371,0.9833476,32,24,38,214,189,50
bat_111511_frame0112.jpg,insect_122273_frame0056.jpg,0.9967732169266675,0.990339,212,72,38,214,555,359
bat_111511_frame0112.jpg,insect_122670_frame0105.jpg,0.9942952635468272,0.9882523,264,100,38,214,533,197
bat_111511_frame0112.jpg,insect_122670_frame0116.jpg,0.9760547548923398,0.97801286,100,108,38,214,587,211
bat_111511_frame0112.jpg,insect_122731_frame0129.jpg,0.7931573294168814,0.9867854,300,340,38,214,467,229
bat_111511_frame0112.jpg,insect_122731_frame0134.jpg,0.7204637439772282,0.9886127,316,136,38,214,567,130
bat_111511_frame0112.jpg,insect_123480_frame0078.jpg,0.9047917208743493,0.9892949,212,44,38,214,83,115
bat_111511_frame0112.jpg,insect_123480_frame0083.jpg,0.973457125746658,0.98866457,204,20,38,214,109,205
bat_111511_frame0112.jpg,insect_124430_frame0626.jpg,0.7638620163686041,0.9873292,20,44,38,214,256,126
bat_111511_frame0112.jpg,insect_124430_frame0630.jpg,0.8473706981466342,0.9874919,204,20,38,214,264,171
bat_111511_frame0112.jpg,insect_125300_frame0085.jpg,0.9307637892743171,0.9849768,316,340,38,214,395,50
bat_111511_frame0112.jpg,insect_125300_frame0104.jpg,0.9410965715621759,0.9841375,32,52,38,214,37,127
bat_111511_frame0112.jpg,insect_126247_frame0085.jpg,0.9896860513459383,0.9888864,260,108,38,214,594,334
bat_111511_frame0112.jpg,insect_126247_frame0091.jpg,0.9932327337325386,0.98737454,48,136,38,214,561,340
bat_111511_frame0112.jpg,insect_127862_frame0048.jpg,0.6231588850363127,0.983,136,336,38,214,564,96
bat_111511_frame0112.jpg,insect_127862_frame0069.jpg,0.7611092876201471,0.98115295,108,104,38,214,47,219
bat_111511_frame0112.jpg,insect_127936_frame0090.jpg,0.9583908352196268,0.9887363,312,316,38,214,370,49
bat_111511_frame0112.jpg,insect_127936_frame0094.jpg,0.9512901138368858,0.9784999,64,8,38,214,346,46
bat_111511_frame0112.jpg,insect_128119_frame0072.jpg,0.8685443741193977,0.98469585,300,132,38,214,58,288
bat_111511_frame0112.jpg,insect_128119_frame0077.jpg,0.8828393664195606,0.9865768,116,108,38,214,113,258
bat_111511_frame0112.jpg,insect_130287_frame0007.jpg,0.9923187976731216,0.98144716,32,112,38,214,38,204
bat_111511_frame0112.jpg,insect_130287_frame0011.jpg,0.9323831757210596,0.9871877,44,100,38,214,102,248
bat_111511_frame0112.jpg,insect_131243_frame0261.jpg,0.7457159220454499,0.9823325,316,112,38,214,610,319
bat_111511_frame0112.jpg,insect_131243_frame0269.jpg,0.6899514516114581,0.97965664,212,20,38,214,517,91
bat_111511_frame0112.jpg,insect_131279_frame0044.jpg,0.9460220479994682,0.9810589,108,100,38,214,575,234
bat_111511_frame0112.jpg,insect_131279_frame0098.jpg,0.806929125143708,0.971701,208,8,38,214,131,68
bat_111511_frame0112.jpg,insect_131381_frame0005.jpg,0.9242358921376188,0.9715789,108,80,38,214,44,261
bat_111511_frame0112.jpg,insect_131381_frame0104.jpg,0.9552421160897117,0.97447115,32,172,38,214,555,367
bat_111511_frame0112.jpg,insect_131401_frame0379.jpg,0.7420877895187564,0.97898984,32,20,38,214,567,325
bat_111511_frame0112.jpg,insect_131401_frame0381.jpg,0.6353559916002773,0.9769917,32,20,38,214,552,302
bat_111511_frame0112.jpg,insect_132446_frame0166.jpg,0.9852875525305304,0.9888317,108,108,38,214,79,119
bat_111511_frame0112.jpg,insect_132446_frame0188.jpg,0.9464965984089755,0.98199826,32,112,38,214,227,140
bat_111511_frame0112.jpg,insect_133010_frame0074.jpg,0.8727268583286605,0.9789696,32,100,38,214,560,123
bat_111511_frame0112.jpg,insect_133010_frame0091.jpg,0.8116587626115935,0.9847275,32,72,38,214,523,153
bat_111511_frame0112.jpg,insect_133376_frame0084.jpg,0.9700802793555637,0.98592633,212,292,38,214,606,129
bat_111511_frame0112.jpg,insect_133376_frame0091.jpg,0.9492236115979096,0.98079765,252,312,38,214,522,100
bat_111511_frame0112.jpg,insect_134638_frame0422.jpg,0.9907545745432419,0.9848916,32,280,38,214,110,141
bat_111511_frame0112.jpg,insect_134638_frame0436.jpg,0.9991955850457056,0.99270546,76,92,38,214,32,146
bat_111511_frame0112.jpg,insect_135557_frame0114.jpg,0.8484927704423468,0.9807783,212,248,38,214,507,119
bat_111511_frame0112.jpg,insect_135557_frame0210.jpg,0.9597332080598783,0.98290414,300,336,38,214,87,306
bat_111511_frame0112.jpg,insect_137691_frame0078.jpg,0.9915811563990368,0.9885813,32,224,38,214,514,276
bat_111511_frame0112.jpg,insect_137691_frame0090.jpg,0.9675432234102239,0.9843747,32,24,38,214,409,160
bat_111511_frame0112.jpg,insect_137739_frame0180.jpg,0.995891024594986,0.99152964,32,88,38,214,560,333
bat_111511_frame0112.jpg,insect_137739_frame0204.jpg,0.9949302123601734,0.99093103,36,252,38,214,555,338
bat_111511_frame0112.jpg,insect_138247_frame0124.jpg,0.9972904190901621,0.9775192,280,100,38,214,554,162
bat_111511_frame0112.jpg,insect_138247_frame0132.jpg,0.9926311695991977,0.99058264,116,136,38,214,571,99
bat_111511_frame0112.jpg,insect_138775_frame0095.jpg,0.7151729725520687,0.9817417,32,20,38,214,548,127
bat_111511_frame0112.jpg,insect_138775_frame0098.jpg,0.7557837169671907,0.98133516,32,224,38,214,497,66
